temperature,humidity,AvN%(dry),AvP%(dry),AvK%(dry),moisture,season,rainfall,label
28.67408774,63.18832976,2.048,0,0,7.299360767,1,42.96018627,Lentil
28.42062847,61.77336343,2.874,0.27,1.65,7.815210661,1,49.02366803,Lentil
21.35499456,62.60136323,2.688,0.22,1.44,5.925391795,2,41.78219834,Lentil
21.12695586,63.18738532,2.688,0.24,1.44,6.403683619,2,38.71834464,Lentil
24.02037872,61.62313345,3.152,0.48,0,7.397546271,1,49.78102578,Lentil
25.40474421,65.8567539,3.472,0.44,2.95,7.722335992,1,51.92057267,Lentil
29.03017561,64.49166566,2.649712335,0.236055109,1.652559913,7.475926645,1,54.9393771,Lentil
20.21368219,68.65257685,2.768,0,0,6.887130053,2,50.89732989,Lentil
29.19585548,68.01965728,2.064,0,0,7.441976825,2,44.93261911,Lentil
18.29783597,69.6897615,1.824,0.185,0.8,7.629910253,1,49.39111479,Lentil
27.41434987,63.41785982,2.576,0.295,1.78,7.336117221,2,44.43177543,Lentil
24.84063998,60.09116626,6.490950109,0,0,6.75020529,1,48.77790371,Lentil
29.94413861,67.31323084,2.857055928,0.21,1.955,7.52178027,1,40.37113729,Lentil
25.87990287,67.55109024,3.424,0.25,1.95,6.347379185,1,47.89645224,Lentil
20.0467711,65.84395319,2.992,0.235,1.695,7.135251532,2,46.05333124,Lentil
22.99451999,66.70897237,3.44,0.25,1.95,7.670178119,1,54.49044154,Lentil
25.13163619,66.92642362,0.944,0.09,0,7.399749291,1,49.04015558,Lentil
28.49584395,62.44616219,0.81631746,0.15,1.97,7.841496029,2,53.14531023,Lentil
18.28766124,69.48515056,1.008,0.12,0,6.254216611,2,48.60449438,Lentil
24.38041875,61.18458224,0.304,0.05,0,6.868881708,1,53.13946695,Lentil
21.31852148,66.43934593,1.642805195,0.215,2.85,7.320514721,2,45.42616802,Lentil
18.54141834,62.70637578,0.653061224,0.164723032,0.915451895,6.296976913,2,44.07819743,Lentil
25.28710601,60.85993533,0.812903226,0.080645161,1.266129032,7.241151936,1,49.37369982,Lentil
25.43459777,69.12613376,0.864,0.265,0,7.685959305,2,41.02682925,Lentil
28.83600962,69.76112921,0.8,0.535,2.5,6.890760124,2,44.08562546,Lentil
27.37659643,63.93927841,1.777777778,0.333333333,3.944444444,6.155915975,1,49.47371773,Lentil
28.31886863,60.19461399,3.364748858,0.368824201,2.239360731,6.167855382,2,45.36521251,Lentil
27.4818649,62.04814951,2.172886905,0.211071429,2.16,6.861640036,2,37.81123974,Lentil
18.28072173,68.10365387,1.792,0.14,0,6.978361689,2,48.80253285,Lentil
27.61204997,69.29786244,2.8,0.21,0,7.043160241,2,42.72374404,Lentil
23.43974653,63.22011726,1.488,0.17,1.81,5.94239222,1,45.40277297,Lentil
20.95628486,63.68128841,0,0.17,1.52,7.239455147,2,52.39881209,Lentil
23.7937153,68.03209183,3.168,0.2,2.22,6.516317561,1,49.73922097,Lentil
22.6371424,65.44544859,2.048,0.38,2.09,6.233269045,2,38.30411077,Lentil
21.53577883,65.47227704,1.578,0.3,2.06,7.505283615,1,35.75107592,Lentil
29.87854588,65.73085206,1.065,0.21,1.68,6.950300686,1,44.95654782,Lentil
25.2653291,67.10004577,0.963,0.18,1.57,6.958054839,1,48.33941188,Lentil
25.17885316,68.93307305,2.406,0.43,2.54,6.54803469,1,35.03484812,Lentil
24.12192608,61.09533545,1.200544551,0.167447757,1.629129214,6.461618577,1,44.23629285,Lentil
23.33565221,67.40460704,1.205213483,0.233679775,1.826348315,7.065264073,1,36.18678721,Lentil
21.74600081,63.39503184,0.952264045,0.169513109,1.588089888,6.765091462,2,50.43306085,Lentil
27.60195453,63.46170674,1.540957303,0.221488764,1.82,5.91645379,1,54.37814199,Lentil
24.388717,62.50453062,2.052714607,0.4,3.05,6.711341147,2,47.26052494,Lentil
24.98287462,66.895409,2.25,0.34,1.9,6.379881442,2,38.21370568,Lentil
28.234829,69.3159965,1.697070119,0.290315534,1.685711974,6.313284268,2,35.36831423,Lentil
26.03026959,69.55863145,1.5,0.24,1.59,7.393210848,2,37.11395801,Lentil
28.04849594,64.07691942,1.632,0.29,1.69,7.504930973,2,37.15824966,Lentil
24.87425505,64.00213929,1.552,0.29,1.69,7.198076286,2,48.28137482,Lentil
23.97081395,62.35557553,1.344,0.29,1.69,7.007037515,2,53.40906048,Lentil
20.06003985,67.76252583,1.92,0.29,1.69,6.677262562,2,42.89509057,Lentil
19.59221047,61.28633405,1.872,0.32,1.69,6.74398035,1,41.7704893,Lentil
29.77013109,66.29327012,4,0.312,3.86,6.547361618,2,35.69674138,Lentil
27.52135365,60.53657684,3.85,0.173,2.9,6.551577598,2,48.06491307,Lentil
25.62896213,63.14909763,3.1,0,0,6.585020303,2,45.49683991,Lentil
20.39078312,60.47528931,2.133,0.2725,1.989,6.924042372,2,53.31508572,Lentil
25.39038396,60.4989659,2.558023392,0.471052632,4.278701754,7.437373666,2,39.18374505,Lentil
24.91079638,60.71367427,3.162666667,0.24,2.786666667,7.142611056,1,42.19740397,Lentil
27.70496805,63.20915034,3.2,0,0,7.74672376,2,37.46160727,Lentil
18.06486101,65.1034354,2.63,0.27,2.98,6.300479414,2,51.54922825,Lentil
18.13027797,62.45851612,2.517333333,0.226666667,1.886666667,6.078724107,2,50.6128521,Lentil
23.82723528,67.89815262,3.11,0,0,6.76660668,1,46.90725077,Lentil
23.19305333,62.74710773,2.252,0,0,7.641024177,2,49.55213308,Lentil
25.08966129,68.17543102,2.453661029,0.34,0.57,6.559681838,2,41.45486619,Lentil
25.86928193,61.88321072,3.298,0.4225,3.015,7.072923306,2,36.68284038,Lentil
18.43966037,68.05394959,3.488,0.51,3,7.732194788,1,39.00992137,Lentil
27.14911056,67.02664337,2.242012903,0.318758961,2.732139785,6.157782589,2,52.50812701,Lentil
23.33375853,64.50515776,4.608,0.59,0,7.240988401,1,47.01510708,Lentil
26.7230014,62.96841833,2.983098039,0.331045752,2.5,6.898905799,2,42.87274897,Lentil
19.55750776,64.45268309,3.7,0.26,3.15,6.818681086,1,53.04669416,Lentil
26.13708256,66.7729209,3,0.35,2.51,6.261937875,1,46.48280681,Lentil
27.99990346,65.57653373,2.596629214,0.359850187,2.238127341,6.493036868,2,49.94043064,Lentil
29.05941162,62.10652364,3.552,0,0,7.042474679,1,36.5011366,Lentil
25.71269843,64.1123333,2.938,0,0,7.692013657,1,50.17067771,Lentil
21.79792649,63.73086065,3.754,0.33,2.25,6.250994223,1,46.62370222,Lentil
24.70626432,60.26854183,3.679821555,0.35628692,2.228636364,6.052184881,2,53.12442925,Lentil
20.94981756,65.8108757,3.616,0.36,2.09,7.002216044,2,44.23913012,Lentil
24.84918386,68.98088448,4.073609369,0.485152656,0.547887913,7.272427638,2,41.61080544,Lentil
21.91041045,65.21662467,2.373015049,0.329008822,0.521017125,5.962001484,1,36.10211371,Lentil
25.93381964,68.70533022,2.336,0.31,0,7.080506001,1,51.02372773,Lentil
29.82112112,69.4073209,1.92,0,0,6.593798387,2,51.56461082,Lentil
27.52185591,63.13215259,1.251017699,0.197278761,1.204026549,7.28805662,2,45.20841071,Lentil
27.99627907,68.6428593,1.28,0,0,7.32710972,1,46.10585191,Lentil
20.76774783,63.90164154,1.232,0.2,0,6.366355781,1,47.9271552,Lentil
23.05276444,60.424786,1.456,0,0,7.011121216,1,52.60285259,Lentil
21.65845777,63.58337146,2.703995561,0.434650388,0.41,6.280725549,2,38.07659414,Lentil
26.25070298,67.62779652,2.303221477,0.434949664,0.486666667,7.621494566,2,40.8106299,Lentil
20.97195263,63.83179889,1.943870852,0.373778027,0.453333333,7.630424083,1,53.10207889,Lentil
23.89736406,66.32102048,1.800168256,0.368823612,0.486666667,7.802212437,2,40.74536757,Lentil
25.52468965,72.24850829,2.432,0.423333333,0.503333333,6.002524871,1,151.8869972,Jute
26.59104992,82.94164078,1.392,0,0,6.033485257,1,161.2469997,Jute
25.29781791,86.8870535,1.44,0,0,7.121933579,2,196.6249511,Jute
25.72100868,88.16513579,1.456,0,0,6.207459637,1,175.6086697,Jute
23.58419277,72.00460848,1.343486506,0.07,0,6.090060478,2,190.4242157,Jute
25.31042337,72.01364411,1.376,0.27,2.67,6.346715209,2,190.5577618,Jute
23.41798979,85.08640476,0.848,0,0,6.661957897,1,185.7446728,Jute
24.35564134,88.80391021,0.848,0.1,0,6.176860192,2,169.1168028,Jute
26.284017,75.14640198,0.544,0,0,7.251847296,2,182.2685447,Jute
25.13842773,83.12053888,1.872,0.14,1.72,6.386259978,2,169.3388465,Jute
24.88692811,71.91711523,1.541333333,0.18,0,7.319735475,2,150.2498675,Jute
25.75734909,88.36668522,1.188437218,0.15,1.04,6.025028997,2,189.4263485,Jute
23.12844351,74.68322732,1.000833333,0.145833333,1.04,6.344751947,1,199.8362913,Jute
24.9949957,88.95692783,1.528,0.15,0,7.02777956,1,151.4935635,Jute
25.21622704,70.88259632,1.904444444,0.27,0,7.299304715,2,195.8645552,Jute
24.39736241,79.26861738,1.396,0.16,0,7.014063944,2,164.2697011,Jute
23.31410442,71.4509053,0.776,0.09,0,7.488014404,1,164.4970373,Jute
25.72668885,81.86171563,1.832,0,0,6.626503893,1,191.9649389,Jute
26.96656378,78.21047693,1.303407407,0.19,1.65,6.239011,2,169.8391177,Jute
23.70467146,74.63745355,1.396740741,0.254166667,2.679444444,6.742688094,2,181.2783964,Jute
24.90075709,73.84186449,1.936,0,0,6.588017308,1,153.8990984,Jute
23.39605743,72.60512854,1.472,0,0,7.097586415,1,174.7876411,Jute
26.8748389,79.78725152,2.88,0,0,6.956682743,2,173.1017097,Jute
23.1426498,74.99739774,1.264,0,0,7.380396262,1,151.9035477,Jute
24.29496635,77.62976013,1.2,0,0,6.176618831,1,184.9800516,Jute
24.39459498,89.89106506,1.376,0.25,0,6.551130445,2,197.1220049,Jute
25.7629429,80.76238215,1.376,0,0,6.427726565,1,174.5071843,Jute
25.4879684,84.48235878,0.736,0.08,0,6.740947635,1,168.7848886,Jute
25.37122686,76.2403666,1.92,0.21,0,6.130136384,2,183.8270791,Jute
26.21312799,81.70476368,2.128,0.42,0,6.667633355,2,180.1237765,Jute
24.30748599,78.54340987,0.528,0,0,6.186814392,2,186.2337571,Jute
23.76554749,87.98329901,0.63895731,0.063898488,1.173574514,6.334837865,2,150.3166152,Jute
24.79853023,78.53037059,0.63895731,0.063898488,1.173574514,7.16214284,2,162.2847429,Jute
23.20683504,74.09956958,2.64432,0.4995,0.489,7.422318499,2,199.4766779,Jute
23.66805429,70.89000744,0.809,0.11,0.788,6.768001309,2,184.4633281,Jute
25.12417673,85.72530641,1.107692308,0.25,2.307692308,6.348441469,2,159.5718087,Jute
23.89069041,83.46409075,0.745052387,0.128055879,1.699650757,6.097294061,2,167.7230632,Jute
23.09433785,81.45139295,1.364771151,0.109570042,1.699650757,6.14132902,1,196.6587013,Jute
24.21744605,82.85284045,2.479714286,0.267857143,0.747572816,7.479248124,1,166.1365886,Jute
24.06475727,71.31342851,2.144,0.2,0,6.509174789,1,153.6390212,Jute
24.85441411,74.4407048,3.322074074,0.310555556,1.49,6.57256106,1,175.572958,Jute
26.41915161,76.85691248,2.41770852,0.271053812,2.8,7.165696848,2,197.2101782,Jute
24.89326318,77.01222585,2.192,0.295,1.897746637,7.207457208,1,196.469984,Jute
23.25583402,82.7015932,2.192,0.21,1.4,7.124333547,2,166.2160846,Jute
24.7634518,87.06071115,3.364748858,0.368824201,0,6.463538707,2,179.1630865,Jute
24.97042599,78.62697699,2.172886905,0.211071429,2.239360731,6.856833064,2,166.6415254,Jute
26.12797248,80.49172597,1.792,0.14,2.16,7.132389299,1,150.6326874,Jute
25.97825807,81.65769588,2.8,0.21,0,6.235357638,1,163.3488091,Jute
26.2830571,73.35763537,3.206196721,0.27897541,0,6.704273839,2,186.6898282,Jute
26.38905406,83.31240346,3.351777778,0.292777778,2.608032787,7.433313409,2,176.1516409,Jute
25.2746335,73.7459581,2.952,0.31,2.717777778,6.109478059,1,168.0432282,Jute
23.09499564,78.45959697,2.864,0.38,3.1,7.095413294,1,155.3851533,Jute
25.79351957,81.76904006,3.288,0,2.95,6.352076783,2,193.2418382,Jute
23.17403323,87.88255345,2.796419204,0.270739477,0,6.658769991,2,160.6217342,Jute
25.63215038,79.95150917,2.528,0.4,2.890978261,7.051822472,2,182.2582277,Jute
25.848795,87.81661683,2.256,0,2.88,7.333143205,2,152.6194403,Jute
26.56767277,80.90424543,2.208,0,0,6.352771037,2,181.2915605,Jute
26.24532085,72.97198375,3.158580237,0.29166996,0,7.124050134,2,189.9711184,Jute
26.91515043,73.19897535,2.496,0,2.713478261,6.998787171,2,177.2233048,Jute
24.36972377,82.11319791,0,0.43,0,6.537914958,2,159.9210934,Jute
25.71901283,79.15532398,3.487117588,0.343919598,3.25,7.171054239,1,187.1735424,Jute
25.01157559,88.3313023,3.488,0.39,2.267952261,7.228268228,1,169.4168014,Jute
25.40785911,76.44048625,3.376,0.375,3.4,7.319952206,1,188.6372826,Jute
23.28081,74.27607475,3.92,0,3.39,6.613341343,2,153.7447398,Jute
23.98651719,82.09053379,2.78879558,0.261298343,0,6.096838784,1,167.0576456,Jute
24.48556447,83.20630007,2.616,0.35,2.119198895,6.132570523,2,192.2316221,Jute
25.86705009,84.09985284,2.856,0.285,2.48,7.36008498,1,154.8390847,Jute
23.5643831,79.46283115,2.968,0.19,1.92,7.321619041,2,185.25947,Jute
24.2248758,74.89465426,3.054446409,0.228798343,2.47,7.175170657,2,192.4931257,Jute
25.49386782,86.97061481,2.736,0.255,2.344198895,7.299076163,1,176.5268267,Jute
24.97178693,79.47557931,3.168,0.255,2.465,6.842966479,2,195.7571622,Jute
24.80624984,82.09281674,3.248,0.27,2.54,6.356295568,2,156.3616174,Jute
23.16814977,76.66724969,2.618647514,0.238273481,2.84,6.508342839,1,157.1215052,Jute
24.25133493,89.86454053,2.392,0.22,1.764198895,7.098227926,1,175.1742112,Jute
26.58361011,78.00774772,2.592,0,1.99,6.310699968,2,154.8238864,Jute
26.82489244,78.20392774,1.96,0,0,7.093328631,1,153.9199807,Jute
25.49674786,81.13449097,2.805646409,0.251298343,0,6.691074249,1,169.9288234,Jute
24.09874353,80.57226761,2.424,0.25,1.779198895,6.187746776,2,176.8604109,Jute
23.18866654,86.20899734,2.736,0.31,0,6.491506245,2,176.103677,Jute
26.24347471,78.51063754,3.008,0,3.25,6.855362875,1,183.4065252,Jute
23.75091572,71.14782585,3.388963536,0.336160221,0,7.124571593,2,160.0889553,Jute
26.13871511,79.1188943,2.528,0.29,2.436160221,6.067302109,1,171.4892533,Jute
26.14576648,71.23690851,2.496,0,2.8,6.432051512,2,193.1007598,Jute
26.91643698,73.48655995,3.168,0,0,6.253408852,1,171.4716375,Jute
26.5232969,77.17331847,3.184,0.28,0,7.287318723,1,157.8548562,Jute
23.81579631,80.94023552,3.216,0.37,2.8,7.161865733,1,190.312216,Jute
26.50838667,86.84264005,3.056,0.22,3.39,6.065898283,2,152.9801697,Jute
26.63952463,70.95705996,6.014795017,0,0,7.311077075,1,199.3355744,Jute
23.3250131,79.79609448,3.34,0.38,0,6.581693772,2,187.3096148,Jute
26.47549543,73.96164569,3.339610797,0.544046872,2.88,6.732826127,1,180.2513601,Jute
23.78756036,74.36794079,3.3,0,0.765850596,6.014572075,1,172.6442654,Jute
25.49941707,75.99987588,0.338793093,0.051779714,0,6.663559451,2,193.7141828,Jute
23.24925555,73.65346838,1.641025641,0.139194139,0.747809583,6.434610995,1,184.7674863,Jute
26.98582182,89.05587886,2.541176471,0.509411765,2.168498169,7.432768147,1,193.8778713,Jute
23.61475336,86.14290267,1.52,0.303333333,2,6.987332927,1,150.2355238,Jute
23.87484465,86.79261344,5.55,0.69,2.016666667,6.718725189,1,177.5147313,Jute
23.92887902,88.07112278,4.342857143,0.742857143,0,6.880204617,2,154.6608736,Jute
24.81441246,81.68688879,1.231247571,0.159347066,0,6.86106911,1,190.7886386,Jute
24.44743944,82.286484,1.255056734,0.192402565,2.328021765,6.7693455,2,190.9684885,Jute
26.57421679,73.81994896,1.2303207,0.153061224,2.407498767,7.26158085,2,159.3223075,Jute
26.33377983,57.36469955,1.322666667,0.173333333,2.310495627,7.261313694,1,191.6549412,Coffee
26.45288458,55.32222678,1.52,0.2,2.055,7.235070264,2,144.6861336,Coffee
25.70822684,52.88667115,0.752,0,0,7.18915558,2,136.7325092,Coffee
24.12832546,56.18107663,0.64024864,0.077700078,0,6.431899748,2,147.2757818,Coffee
23.44372334,60.39523266,2.32,0.35,1.538461539,6.42321105,1,122.2103248,Coffee
23.4123707,52.26994674,0.688,0.08,0.49,6.869720196,2,139.3670753,Coffee
23.05951896,50.40609436,2.109338703,0.419356823,2.11,6.973839707,2,164.4971875,Coffee
23.07895447,63.65861483,1.614054134,0.375691509,0.537024609,7.184801627,2,129.8765443,Coffee
27.6496114,51.11044023,2.204648649,0.37018018,0.58,6.351823783,1,122.8392822,Coffee
25.46743689,69.35161206,1.418136564,0.260825991,1.578288288,6.392048018,1,171.3764462,Coffee
26.7350622,55.55164819,0.686047242,0.095555556,1.489196035,6.119892347,1,140.6305213,Coffee
26.20811417,52.50987966,4.224,0.54,1.793888889,6.910823945,1,189.0944824,Coffee
27.0424167,57.27927475,4.715789474,0.5,2.69,6.501157208,1,165.6872119,Coffee
24.65090184,51.93952357,3.985707865,0.443333333,1.315789474,7.027585559,2,135.1386537,Coffee
27.35152643,55.99375012,1.274971942,0.151967826,1.066666667,7.13411409,1,148.9812525,Coffee
25.17787724,62.26244581,3.664516129,0.564516129,1.594927048,6.647765997,1,135.0119649,Coffee
23.11438731,68.00096043,3.475862069,0.5,0,6.703270635,1,161.8944624,Coffee
27.22783677,52.95261751,3.594547486,0.408058659,0.896551724,7.493191968,2,175.7260273,Coffee
23.26316991,60.5160021,1.198629256,0.14295174,1.854860335,6.724688503,1,194.1755471,Coffee
25.234661,57.53161469,4.028666667,0.608333333,1.142390572,6.043485685,1,124.2261737,Coffee
25.59535262,57.72920846,1.155962589,0.14530116,1.432777778,7.101661011,2,195.7733251,Coffee
25.5674832,60.49244602,4,0,1.141593715,7.466900683,2,190.2257843,Coffee
25.67324193,51.29043632,2.995652174,0.498695652,0,6.877799264,2,196.2736367,Coffee
24.40726724,62.65692638,1.062098501,0,2.304347826,6.410992833,1,148.6977358,Coffee
23.69287069,66.76090123,2.145927273,0.323538462,0,7.393825704,1,144.6576424,Coffee
24.53460016,66.99765375,3.686,0.44,2.457552389,7.482414225,2,180.5059257,Coffee
27.13140403,52.89368299,1.136,0.2,6.26,6.081172981,2,192.4280381,Coffee
27.56088634,68.49299897,1.878,0.1925,1.6,6.516312148,1,167.4358075,Coffee
23.59302313,55.27564977,1.735047619,0.21,1.9575,6.043330951,1,191.3980675,Coffee
23.17714381,52.13864034,1.518380952,0.19,1.735714286,6.959404135,2,117.3113562,Coffee
24.71384065,51.29142534,2.75,0.23,1.3,7.238109556,2,197.6439711,Coffee
24.38534644,64.72543073,1.374556169,0.189986188,2.13,7.234258375,2,119.6324109,Coffee
27.15998538,51.59100753,1.61,0,1.549765193,6.691541233,1,126.1752206,Coffee
26.53543168,67.09608099,1.198,0,0,6.809593554,1,120.6494434,Coffee
27.01207284,60.76645256,2.354,0,0,6.485761419,2,191.4508931,Coffee
27.55906475,58.45742907,0.802228412,0.146239554,0,6.784460602,2,117.9389993,Coffee
23.32293161,53.00366334,3.52,0.52,1.364902507,7.167092586,2,168.2644287,Coffee
24.23850608,54.30329632,0.696556205,0.064977258,1.466666667,6.73410539,1,115.1564012,Coffee
23.42611644,64.10651528,2.913907285,0.430463576,0.578297596,6.779984384,1,122.6847408,Coffee
26.02241444,55.83288958,2.352,0.29,1.953642384,7.277422738,2,176.9020924,Coffee
24.83846178,56.7685316,1.168,0.27,2.14,7.21270048,2,124.4135035,Coffee
26.24092174,65.64381357,2,0.31,1.37,7.487266991,1,148.3771202,Coffee
24.43011925,66.02411187,1.76,0.27,1.97,7.231166546,2,181.6368274,Coffee
26.00373964,62.1445102,1.68,0,1.72,6.559817161,1,153.477776,Coffee
26.22367404,62.26594559,2.603302428,0.396821192,0,6.979590627,1,193.7461968,Coffee
27.09617155,63.55324262,2.656,0.37,1.967880795,6.779230041,2,190.2440566,Coffee
25.64004392,61.03273481,2.115384615,0.282362637,2.01,6.217974349,2,199.4735636,Coffee
27.74576987,54.36976075,1.285,0,2.005494506,7.205078785,1,139.8619431,Coffee
26.24928198,54.28617819,2.298424242,0.31,0,6.854011265,1,133.1120232,Coffee
26.67377159,52.24226285,1.602331096,0.283003356,1.99,6.246872394,1,156.1543898,Coffee
27.10210397,55.7497332,1.952,0,1.922002237,6.911066044,2,139.5013171,Coffee
27.62975458,61.26002598,1.424,0.27,0,6.777417989,2,196.6492664,Coffee
27.5364547,55.51673151,1.006403666,0.229773769,1.52,6.273741983,2,130.6377143,Coffee
23.56960509,50.56339727,1.723,0.24,1.698825888,6.906124587,1,130.3797119,Coffee
24.99451759,57.93250202,1.346486804,0.146627566,0,7.162802357,2,192.8736822,Coffee
27.56441788,54.41094079,1.68,0,1.348973607,6.955787351,2,177.816092,Coffee
23.98143338,61.10935084,0,0.13,0,6.971963169,1,161.5279095,Coffee
24.22984659,67.37768353,1.009433071,0.126948819,0,6.840927967,2,122.4073418,Coffee
25.60153969,68.66257977,0.896267898,0,0.51,6.536676653,2,168.8383605,Coffee
24.31274458,53.57285558,1.4,0,0,6.089443603,2,184.4103931,Coffee
26.36629861,52.25738495,1.1,0,0,7.456460375,2,177.3176161,Coffee
26.5602777,57.1621814,0.7,0,0,6.759211911,1,152.0616227,Coffee
26.35034208,58.50650238,2.373680944,0.620732464,0,7.460174812,1,121.5586297,Coffee
25.20406808,57.88370456,0.58330494,0.102214651,0.620732464,6.652642579,2,156.1457255,Coffee
23.35723208,55.18792166,3.376,0,1.669505963,6.026287448,2,171.6976946,Coffee
23.60567546,59.68849145,5.646666667,0.753333333,0,6.074190142,2,185.1568059,Coffee
24.18471151,69.94807345,2.144,0.285,3.545,7.045543056,2,163.2708732,Coffee
26.44414097,53.83876189,1.792,0,2.19,6.993236001,2,175.3723314,Coffee
26.12492233,63.37479229,1.024,0.26,0,6.726528895,1,147.8035305,Coffee
27.77363343,64.47858698,1.530666667,0.16,1.25,6.937352845,1,192.7121236,Coffee
25.55656667,62.67087838,1.736,0.325,1.64,7.27905689,2,193.5866233,Coffee
27.92374437,67.96910852,1.061333333,0.086666667,1.91,7.079850922,2,115.2325531,Coffee
26.05968403,52.31098539,1.552,0,1.9,6.136286518,2,161.3432535,Coffee
26.35770906,64.57578034,2.176,0.32,0.93,6.505203696,2,163.6269496,Coffee
24.91370487,54.15319242,1.885777778,0.28,3.16,7.042089492,2,129.5481144,Coffee
27.31317116,68.4233391,0.836264151,0.19245283,2.33,6.348337519,1,192.4288139,Coffee
26.1387869,52.26311691,2.24,0,0.34,7.432322234,1,136.3027766,Coffee
23.1069385,67.06230539,3.024,0,0,6.787658922,1,162.5769606,Coffee
23.52648086,68.44030686,2.027342342,0.230990991,0,6.743417121,1,171.8839938,Coffee
25.11711046,68.48030408,1.661863014,0,2.203761261,7.00733163,2,194.8773479,Coffee
24.02952505,58.84880599,0.98,0.192765957,1.43,7.303033217,2,134.6803969,Coffee
26.70897548,69.71184111,1.968,0.28,2.305,6.861235184,1,158.8608887,Coffee
26.71717393,50.50148528,3.152,0.46,1.99,7.131435858,2,126.8073984,Coffee
24.59245684,56.46829641,1.93145515,0,3.41,7.288211994,1,137.7044047,Coffee
27.51006055,50.66687215,1.192,0.35,0,6.983732393,2,143.9955548,Coffee
27.57847581,58.52534263,4.981333333,0.5125,2.32,6.172090205,2,156.6810374,Coffee
26.65069302,57.56695719,1.937932723,0.360568182,3.25,6.35118177,2,145.105065,Coffee
26.97251562,62.0183627,0.791639892,0.101286682,0.510340909,6.908671379,1,142.8610793,Coffee
23.17124551,52.97841162,4.121663563,0.461411132,2.619334086,6.766184468,1,153.1201644,Coffee
23.52652084,65.44340921,3.454468085,0.354787234,0.435547279,6.392791654,1,186.1728203,Coffee
27.30901814,55.196224,3.034245614,0.384912281,2.727730497,6.348316257,1,141.4831644,Coffee
27.54823036,62.88179198,2.664556962,0.21,3.163157895,6.123796057,2,181.4170812,Coffee
25.627355,57.04151119,3.085714286,0.485714286,0,7.428523634,1,188.5506536,Coffee
23.29250318,50.04557009,2.8,0.525,2.928571429,6.020947179,1,183.468585,Coffee
24.91461008,53.74144743,2.4,0.425,2.375,6.334610249,2,166.2549307,Coffee
26.77463708,66.4132686,2.424,0.33,2.75,6.78006386,2,177.7745075,Coffee
27.41711238,56.63636248,2.12,0.2,3.64,6.086922359,2,127.92461,Coffee
24.13179691,67.22512329,1.073960499,0.098752599,0,6.362607851,2,173.3228386,Coffee
26.2724184,52.12739421,1.198929527,0.171275647,1.164241164,6.758792552,2,127.1752928,Coffee
23.60301571,60.39647474,0.754040896,0.181110029,0.79750223,6.779832611,2,140.9370415,Coffee
24.40228894,79.19732001,0.932884167,0.186576833,1.008763389,7.231324765,1,90.8022356,Cotton
23.09595631,84.86275707,0.0352,0,0.852552475,6.925412377,1,71.29581071,Cotton
23.9656349,76.97696717,5.6,0.6375,0,7.633437412,1,90.75616738,Cotton
24.88738107,75.62137159,1.488,0.17,3.125,6.827354668,1,89.76050416,Cotton
25.36243778,83.63276077,2.64,0.24,1.81,6.176716425,1,88.43618918,Cotton
24.69457084,81.7358876,3.888736648,0.62,0,6.628722836,1,78.58494391,Cotton
25.0017188,80.53965818,0.56,0,0.98,7.256877571,2,96.32600992,Cotton
22.45942937,81.30681027,0.95154185,0.176211454,0,6.443785385,2,64.23026638,Cotton
23.60564038,79.29573149,0.505369551,0.044219836,1.795154185,7.723240151,2,72.49800885,Cotton
24.58453146,79.12404171,1.510773109,0.328355742,1.642451042,5.947448589,1,71.94608134,Cotton
23.0865933,83.55546146,1.248,0.2,2.430168067,7.227745516,1,71.84080724,Cotton
23.5000992,83.63488952,1.984,0.28,0,6.219469084,2,79.81328183,Cotton
24.1472953,75.88298598,2.528,0.4,2.4,6.021439523,2,69.91563467,Cotton
24.69315538,84.84422454,1.701333333,0.283333333,3.31,6.253343655,1,89.799462,Cotton
24.484692,84.44932014,2.184,0.47,2.99,6.187455799,2,90.94342484,Cotton
24.49112609,82.24415809,1.424,0.145,2.62,7.057693366,1,64.02949379,Cotton
23.47986888,81.73049149,0,0.31,0,6.720449769,1,86.76287924,Cotton
24.18586246,76.04203958,2.349666667,0.1875,2.07,6.431689506,2,69.08056728,Cotton
25.00755095,78.17952126,4.42631579,0.664473684,1.875,7.453106264,2,86.06411872,Cotton
25.99237426,77.0543546,2.424,0.66,3.22,7.368258226,1,89.1188212,Cotton
23.66457347,81.69105088,2.8,0.675,4.8,7.352401887,2,99.36898373,Cotton
25.66891439,81.38103349,3.6,0.575,4,6.652143699,1,78.59595817,Cotton
22.04612876,84.62978302,0.78490566,0.150943396,3,6.144631795,1,86.00758678,Cotton
22.4204752,84.55794703,1.153568854,0.10814708,0,7.318802162,2,93.46595573,Cotton
25.03149561,82.21276599,2.8876,0.285681818,1.247296323,7.954629324,1,95.0191318,Cotton
23.53371386,77.21705554,2.496063492,0.260777509,2.7,6.207652157,2,87.54004943,Cotton
22.77076388,82.5993307,2.512,0.25,2.582372881,6.631005298,2,81.49543437,Cotton
25.49848236,79.9751579,2.266845444,0.254679415,2.58,7.306918817,2,67.05961949,Cotton
25.248679,83.4630147,2.632,0,2.48116423,5.898293044,1,86.55517751,Cotton
22.78249615,77.51235009,2.362247191,0.280898876,0,7.238566893,2,64.61444234,Cotton
23.37044424,77.43198948,2.416,0.28,2.550561798,7.977651226,2,71.67870701,Cotton
